device_id,device_type,os_version,app_version
DEV09967,Android,macOS,v4.3
DEV09968,Web,Android 15,v5.1
DEV09969,Android,macOS,v4.2
DEV09970,Android,Windows 11,v4.3
DEV09971,iOS,iOS 18,v5.1
DEV09972,iOS,Windows 11,v4.1
DEV09973,Android,Android 14,v5.0
DEV09974,Web,iOS 17,v4.3
DEV09975,Android,iOS 17,v4.2
DEV09976,iOS,Windows 11,v5.0
DEV09977,Android,iOS 17,v5.1
DEV09978,Web,iOS 17,v5.1
DEV09979,Web,Android 15,v5.1
DEV09980,Android,Android 15,v4.3
DEV09981,Android,Windows 11,v4.1
DEV09982,Web,macOS,v4.1
DEV09983,Android,macOS,v5.1
DEV09984,iOS,iOS 18,v5.0
DEV09985,Android,Windows 11,v4.2
DEV09986,POS,Windows 11,v5.0
DEV09987,POS,macOS,v4.3
DEV09988,Android,Android 14,v4.1
DEV09989,iOS,Windows 11,v4.2
DEV09990,Web,Windows 11,v5.1
DEV09991,iOS,Android 14,v5.1
DEV09992,iOS,Android 15,v4.3
DEV09993,Android,iOS 18,v4.3
DEV09994,Android,macOS,v4.3
DEV09995,Web,Android 13,v4.3
DEV09996,iOS,Windows 11,v5.1
DEV09997,iOS,Windows 11,v5.1
DEV09998,Android,Windows 11,v4.3
DEV09999,Web,iOS 17,v5.1
DEV10000,Web,Windows 11,v4.3
DEV10001,iOS,Android 14,v4.2
DEV10002,POS,iOS 17,v4.3
DEV10003,Android,Android 14,v4.3
DEV10004,Web,Windows 11,v4.2
DEV10005,iOS,Android 13,v4.1
DEV10006,Android,macOS,v5.0
DEV10007,Android,Windows 11,v4.3
DEV10008,Android,Android 14,v4.2
DEV10009,Web,Windows 11,v4.2
DEV10010,Web,Android 13,v5.1
DEV10011,iOS,Android 14,v4.3
DEV10012,Android,Android 15,v4.2
DEV10013,POS,iOS 17,v4.1
DEV10014,Android,iOS 18,v4.1
DEV10015,iOS,iOS 18,v5.0
DEV10016,Web,Android 14,v5.1
DEV10017,Android,iOS 18,v5.1
DEV10018,iOS,Windows 11,v5.1
DEV10019,Android,iOS 17,v4.3
DEV10020,Android,Android 15,v4.1
DEV10021,Web,Android 15,v4.3
DEV10022,Android,Android 13,v4.2
DEV10023,iOS,iOS 18,v5.0
DEV10024,Android,Windows 11,v5.0
DEV10025,Android,iOS 17,v4.3
DEV10026,Android,iOS 18,v5.0
DEV10027,Web,iOS 17,v4.3
DEV10028,Android,macOS,v5.1
DEV10029,Web,Android 13,v4.2
DEV10030,iOS,macOS,v5.1
DEV10031,Android,Windows 11,v5.0
DEV10032,Web,macOS,v4.2
DEV10033,Android,iOS 18,v4.1
DEV10034,Android,macOS,v4.3
DEV10035,Android,Android 15,v4.2
DEV10036,Android,Android 13,v4.3
DEV10037,POS,Windows 11,v4.2
DEV10038,Android,macOS,v5.0
DEV10039,Web,iOS 18,v5.1
DEV10040,iOS,Android 15,v5.0
DEV10041,Android,Android 15,v4.1
DEV10042,POS,iOS 17,v5.0
DEV10043,POS,Android 15,v4.2
DEV10044,POS,Android 14,v4.1
DEV10045,iOS,macOS,v4.2
DEV10046,Android,iOS 18,v5.1
DEV10047,Android,iOS 18,v4.3
DEV10048,iOS,iOS 17,v5.1
DEV10049,Android,Android 15,v5.1
DEV10050,Web,iOS 17,v5.1
DEV10051,Web,Android 14,v4.2
DEV10052,Android,iOS 17,v4.3
DEV10053,Android,iOS 18,v4.2
DEV10054,POS,Windows 11,v4.1
DEV10055,Android,Windows 11,v4.2
DEV10056,Android,iOS 17,v5.1
DEV10057,Android,iOS 18,v5.0
DEV10058,Android,Android 13,v5.0
DEV10059,Android,Android 14,v4.2
DEV10060,Android,macOS,v5.1
DEV10061,Android,Android 14,v5.1
DEV10062,iOS,iOS 18,v5.0
DEV10063,Android,Windows 11,v4.3
DEV10064,Android,Android 13,v4.3
DEV10065,Web,Android 15,v5.1
DEV10066,iOS,iOS 17,v4.1
DEV10067,Android,macOS,v4.1
DEV10068,Web,macOS,v4.1
DEV10069,Android,Android 15,v4.1
DEV10070,Android,macOS,v4.1
DEV10071,Web,Android 13,v5.0
DEV10072,Android,Android 14,v5.1
DEV10073,Web,Android 15,v4.2
DEV10074,Web,Android 13,v5.0
DEV10075,Android,Android 14,v5.0
DEV10076,Android,Windows 11,v5.1
DEV10077,Android,Android 15,v4.3
DEV10078,Android,macOS,v5.0
DEV10079,Web,Windows 11,v5.0
DEV10080,Android,Android 14,v4.2
DEV10081,Android,iOS 18,v4.1
DEV10082,iOS,macOS,v5.0
DEV10083,Android,Android 14,v4.1
DEV10084,Android,Android 14,v5.1
DEV10085,Android,macOS,v5.0
DEV10086,Web,Android 13,v4.2
DEV10087,Android,Android 13,v4.2
DEV10088,iOS,iOS 17,v5.1
DEV10089,Android,macOS,v4.1
DEV10090,iOS,Android 13,v4.3
DEV10091,Android,iOS 18,v5.1
DEV10092,Android,iOS 18,v4.3
DEV10093,iOS,Windows 11,v4.2
DEV10094,iOS,Android 14,v4.2
DEV10095,Android,Android 13,v5.0
DEV10096,Web,macOS,v4.2
DEV10097,Android,macOS,v4.1
DEV10098,Web,macOS,v4.2
DEV10099,iOS,iOS 17,v5.0
DEV10100,Web,Android 13,v5.1
DEV10101,iOS,macOS,v5.0
DEV10102,Android,iOS 17,v5.1
DEV10103,Web,Android 14,v5.0
DEV10104,Web,macOS,v4.2
DEV10105,POS,macOS,v4.3
DEV10106,Android,Windows 11,v4.1
DEV10107,iOS,Windows 11,v4.3
DEV10108,iOS,iOS 18,v4.1
DEV10109,iOS,Android 13,v4.2
DEV10110,POS,Android 13,v5.0
DEV10111,iOS,iOS 18,v5.0
DEV10112,Web,iOS 18,v5.1
DEV10113,Android,Windows 11,v4.3
DEV10114,Android,Windows 11,v4.1
DEV10115,Android,Windows 11,v5.0
DEV10116,Android,Android 15,v4.2
DEV10117,Android,Android 15,v5.0
DEV10118,Android,Android 15,v5.1
DEV10119,iOS,iOS 18,v5.0
DEV10120,iOS,Android 15,v4.2
DEV10121,Web,Android 13,v5.0
DEV10122,iOS,iOS 18,v4.1
DEV10123,iOS,Android 13,v4.1
DEV10124,Android,iOS 18,v5.0
DEV10125,Web,macOS,v4.2
DEV10126,Android,Android 14,v4.2
DEV10127,POS,Android 13,v5.0
DEV10128,iOS,macOS,v4.2
DEV10129,Android,iOS 18,v4.1
DEV10130,Android,iOS 17,v4.1
DEV10131,Android,iOS 18,v4.1
DEV10132,Android,Android 14,v5.1
DEV10133,Android,iOS 18,v4.3
DEV10134,iOS,Android 14,v4.1
DEV10135,Android,Android 15,v5.0
DEV10136,iOS,Android 13,v5.1
DEV10137,Web,Android 14,v5.0
DEV10138,iOS,iOS 17,v4.2
DEV10139,Android,Android 13,v4.3
DEV10140,Android,iOS 18,v5.1
DEV10141,Android,iOS 18,v4.2
DEV10142,Web,Android 14,v4.2
DEV10143,iOS,macOS,v4.1
DEV10144,iOS,iOS 17,v5.0
DEV10145,Android,Android 14,v4.2
DEV10146,Android,macOS,v4.2
DEV10147,Web,iOS 17,v4.2
DEV10148,iOS,Windows 11,v4.3
DEV10149,POS,Android 14,v5.1
DEV10150,POS,Android 15,v4.1
DEV10151,Web,Android 15,v5.1
DEV10152,Android,Android 15,v4.2
DEV10153,Android,Android 14,v4.3
DEV10154,Android,macOS,v4.2
DEV10155,POS,Android 13,v5.0
DEV10156,Android,iOS 18,v5.1
DEV10157,Web,Android 13,v4.1
DEV10158,POS,iOS 18,v4.3
DEV10159,Web,iOS 17,v5.1
DEV10160,iOS,Android 15,v4.2
DEV10161,Android,Android 15,v4.1
DEV10162,Android,iOS 18,v4.3
DEV10163,iOS,Android 15,v4.2
DEV10164,POS,Android 13,v4.2
DEV10165,POS,Android 14,v5.1
DEV10166,Android,Android 15,v4.2
DEV10167,Android,Windows 11,v4.2
DEV10168,iOS,macOS,v4.3
DEV10169,iOS,macOS,v4.2
DEV10170,Android,Android 15,v5.0
DEV10171,Android,Windows 11,v5.0
DEV10172,POS,iOS 17,v4.1
DEV10173,POS,Android 14,v5.0
DEV10174,iOS,iOS 18,v5.0
DEV10175,iOS,Android 14,v5.1
DEV10176,Android,Android 14,v5.0
DEV10177,Web,iOS 18,v4.2
DEV10178,Android,Android 14,v5.1
DEV10179,Android,iOS 17,v5.0
DEV10180,Android,Windows 11,v4.2
DEV10181,Android,Android 13,v4.1
DEV10182,Web,Android 14,v5.1
DEV10183,POS,Android 13,v4.2
DEV10184,iOS,iOS 17,v5.1
DEV10185,Web,iOS 17,v4.1
DEV10186,Android,macOS,v4.1
DEV10187,iOS,macOS,v5.1
DEV10188,Web,Android 14,v4.2
DEV10189,iOS,Android 15,v4.3
DEV10190,Android,Android 14,v5.1
DEV10191,Web,Android 13,v4.3
DEV10192,Android,iOS 17,v4.2
DEV10193,Android,Android 13,v5.0
DEV10194,iOS,Android 13,v5.1
DEV10195,Android,macOS,v4.1
DEV10196,iOS,iOS 18,v5.0
DEV10197,iOS,iOS 17,v4.2
DEV10198,Android,iOS 17,v4.1
DEV10199,POS,Android 13,v5.1
DEV10200,Web,Windows 11,v4.2
DEV10201,Android,iOS 17,v5.1
DEV10202,Web,Windows 11,v5.0
DEV10203,Android,Windows 11,v5.1
DEV10204,Web,Android 14,v4.1
DEV10205,Web,iOS 18,v5.1
DEV10206,Android,Android 14,v5.0
DEV10207,iOS,macOS,v5.0
DEV10208,Web,Android 15,v4.1
DEV10209,Android,Android 15,v4.3
DEV10210,Android,Windows 11,v4.3
DEV10211,Android,Android 13,v5.1
DEV10212,Android,Windows 11,v5.0
DEV10213,Android,Android 15,v4.2
DEV10214,Android,Android 14,v4.2
DEV10215,Android,Android 15,v5.0
DEV10216,Android,Android 13,v4.2
DEV10217,iOS,iOS 17,v4.1
DEV10218,POS,iOS 18,v5.1
DEV10219,POS,Android 13,v5.0
DEV10220,Android,Android 13,v5.1
DEV10221,Web,Android 13,v4.1
DEV10222,POS,Android 14,v4.2
DEV10223,POS,iOS 17,v5.0
DEV10224,Web,Android 13,v4.1
DEV10225,Web,iOS 17,v4.1
DEV10226,Android,Windows 11,v5.1
DEV10227,Android,macOS,v5.0
DEV10228,iOS,macOS,v5.1
DEV10229,Android,Android 13,v5.1
DEV10230,POS,Android 14,v4.1
DEV10231,Android,Android 13,v5.1
DEV10232,POS,macOS,v4.2
DEV10233,Web,Windows 11,v4.2
DEV10234,Android,Android 15,v4.1
DEV10235,Android,Android 14,v5.1
DEV10236,Android,macOS,v4.2
DEV10237,iOS,Android 13,v4.3
DEV10238,Web,Android 13,v4.3
DEV10239,POS,Android 13,v5.1
DEV10240,Android,Android 15,v4.1
DEV10241,Android,Android 15,v4.2
DEV10242,Android,macOS,v5.0
DEV10243,Android,Android 13,v5.0
DEV10244,Web,macOS,v4.2
DEV10245,Android,Android 15,v5.1
DEV10246,iOS,Android 13,v4.3
DEV10247,iOS,Android 15,v4.3
DEV10248,Android,iOS 17,v4.2
DEV10249,iOS,Windows 11,v4.3
DEV10250,iOS,macOS,v4.2
DEV10251,Android,Android 13,v4.1
DEV10252,Web,Windows 11,v4.3
DEV10253,Android,Android 13,v5.1
DEV10254,iOS,iOS 18,v4.3
DEV10255,POS,iOS 18,v4.2
DEV10256,Web,Android 14,v5.0
DEV10257,Android,iOS 17,v4.3
DEV10258,Web,iOS 17,v4.2
DEV10259,Web,Android 14,v4.3
DEV10260,Android,iOS 18,v4.3
DEV10261,Web,macOS,v4.3
DEV10262,iOS,Android 14,v5.0
DEV10263,Web,iOS 18,v4.2
DEV10264,Android,macOS,v4.1
DEV10265,POS,Android 13,v5.1
DEV10266,iOS,Windows 11,v5.0
DEV10267,Android,Android 14,v5.1
DEV10268,Android,Android 15,v5.1
DEV10269,Android,Windows 11,v4.1
DEV10270,Android,iOS 18,v4.3
DEV10271,Android,Android 13,v4.1
DEV10272,Android,macOS,v5.1
DEV10273,iOS,Android 15,v5.0
DEV10274,Android,Android 15,v5.1
DEV10275,Android,macOS,v5.1
DEV10276,iOS,iOS 17,v4.1
DEV10277,Android,iOS 18,v4.2
DEV10278,Android,Android 13,v5.1
DEV10279,Android,iOS 18,v4.2
DEV10280,iOS,Android 13,v4.3
DEV10281,Android,macOS,v5.1
DEV10282,Android,Windows 11,v4.1
DEV10283,iOS,iOS 18,v4.3
DEV10284,Android,Windows 11,v5.0
DEV10285,iOS,Android 15,v5.1
DEV10286,Android,iOS 17,v4.1
DEV10287,Web,macOS,v5.1
DEV10288,Web,Windows 11,v4.1
DEV10289,POS,macOS,v4.1
DEV10290,iOS,Android 14,v4.2
DEV10291,iOS,iOS 18,v5.1
DEV10292,POS,Android 15,v4.1
DEV10293,Android,macOS,v4.1
DEV10294,iOS,Android 14,v4.3
DEV10295,Android,Windows 11,v5.1
DEV10296,iOS,Android 14,v4.3
DEV10297,Android,Android 14,v4.2
DEV10298,Web,Windows 11,v4.2
DEV10299,POS,Android 15,v4.1
DEV10300,Android,Windows 11,v4.1
DEV10301,Web,Android 13,v4.1
DEV10302,Android,Android 14,v5.1
DEV10303,Android,iOS 17,v5.1
DEV10304,Web,macOS,v5.0
DEV10305,Android,Android 13,v4.1
DEV10306,iOS,Android 15,v4.3
DEV10307,Android,Android 14,v5.0
DEV10308,iOS,Android 15,v5.1
DEV10309,iOS,Android 15,v5.1
DEV10310,POS,Android 14,v4.1
DEV10311,Web,Android 15,v4.3
DEV10312,Android,macOS,v4.3
DEV10313,Android,macOS,v4.2
DEV10314,POS,iOS 17,v4.1
DEV10315,Web,iOS 17,v5.1
DEV10316,iOS,iOS 18,v4.1
DEV10317,iOS,macOS,v4.1
DEV10318,Android,Android 14,v4.2
DEV10319,iOS,Android 14,v4.2
DEV10320,Web,macOS,v5.0
DEV10321,Android,Android 14,v4.1
DEV10322,POS,iOS 18,v5.1
DEV10323,Android,Windows 11,v4.2
DEV10324,iOS,iOS 17,v5.0
DEV10325,Android,iOS 17,v5.0
DEV10326,iOS,Android 14,v5.0
DEV10327,Android,Android 15,v5.1
DEV10328,Android,Android 13,v4.2
DEV10329,POS,Android 13,v4.3
DEV10330,Android,Android 14,v5.1
DEV10331,Android,Android 14,v4.1
DEV10332,iOS,iOS 17,v4.3
DEV10333,Android,macOS,v5.1
DEV10334,Android,iOS 17,v4.2
DEV10335,Android,Android 15,v5.0
DEV10336,iOS,iOS 17,v5.1
DEV10337,Web,Android 13,v4.1
DEV10338,Android,macOS,v4.1
DEV10339,iOS,Android 13,v4.1
DEV10340,Android,iOS 17,v4.3
DEV10341,Android,Android 13,v5.0
DEV10342,iOS,Windows 11,v5.1
DEV10343,Android,Android 13,v4.3
DEV10344,iOS,Android 13,v5.1
DEV10345,Android,Android 13,v4.2
DEV10346,POS,iOS 18,v4.2
DEV10347,iOS,Android 14,v5.1
DEV10348,Android,macOS,v4.3
DEV10349,Android,Android 15,v4.1
DEV10350,Android,iOS 18,v4.3
DEV10351,Android,macOS,v4.3
DEV10352,Web,Android 15,v5.1
DEV10353,Web,iOS 18,v4.3
DEV10354,Android,iOS 18,v4.2
DEV10355,Android,Android 15,v5.1
DEV10356,Android,Android 14,v5.1
DEV10357,iOS,macOS,v5.1
DEV10358,Android,iOS 17,v4.3
DEV10359,POS,iOS 18,v5.0
DEV10360,Web,macOS,v4.1
DEV10361,POS,macOS,v4.1
DEV10362,Android,Android 14,v4.2
DEV10363,iOS,iOS 17,v5.1
DEV10364,Web,macOS,v4.1
DEV10365,Web,Android 15,v4.3
DEV10366,Android,iOS 18,v4.3
DEV10367,POS,iOS 17,v4.3
DEV10368,POS,Android 14,v4.2
DEV10369,Android,macOS,v5.1
DEV10370,iOS,iOS 17,v4.1
DEV10371,Android,Android 15,v5.1
DEV10372,Web,iOS 17,v5.1
DEV10373,Web,Android 13,v4.3
DEV10374,Android,iOS 18,v4.1
DEV10375,Android,Android 14,v4.2
DEV10376,Android,Windows 11,v5.1
DEV10377,Android,Android 14,v5.0
DEV10378,Android,iOS 18,v4.3
DEV10379,iOS,iOS 18,v5.0
DEV10380,Web,Android 13,v4.2
DEV10381,iOS,Android 13,v4.2
DEV10382,iOS,Android 14,v4.2
DEV10383,Android,Windows 11,v4.2
DEV10384,Android,iOS 17,v4.1
DEV10385,Web,Windows 11,v5.0
DEV10386,Android,iOS 18,v4.3
DEV10387,Android,Android 13,v5.0
DEV10388,Android,Android 13,v4.1
DEV10389,iOS,Android 13,v5.1
DEV10390,Web,iOS 17,v4.2
DEV10391,iOS,macOS,v5.1
DEV10392,Android,Android 14,v4.2
DEV10393,Web,Windows 11,v4.3
DEV10394,Android,macOS,v4.2
DEV10395,iOS,Android 14,v4.2
DEV10396,Android,Android 13,v5.1
DEV10397,POS,iOS 17,v5.1
DEV10398,Web,iOS 17,v5.1
DEV10399,iOS,Android 14,v4.1
DEV10400,iOS,iOS 18,v4.2
DEV10401,iOS,Android 13,v5.1
DEV10402,Android,iOS 17,v4.1
DEV10403,Web,iOS 18,v4.3
DEV10404,iOS,Android 15,v4.3
DEV10405,iOS,Windows 11,v4.2
DEV10406,Android,Android 13,v5.1
DEV10407,Android,Windows 11,v4.2
DEV10408,iOS,Android 15,v4.2
DEV10409,iOS,Android 14,v4.2
DEV10410,Android,Android 14,v4.1
DEV10411,Android,Windows 11,v4.2
DEV10412,iOS,Android 14,v4.3
DEV10413,Android,macOS,v5.1
DEV10414,iOS,Windows 11,v5.0
DEV10415,iOS,iOS 17,v5.0
DEV10416,Android,iOS 17,v5.0
DEV10417,Web,iOS 18,v5.1
DEV10418,Android,Android 15,v4.2
DEV10419,Web,Android 14,v5.1
DEV10420,Web,Android 14,v5.1
DEV10421,iOS,iOS 17,v4.1
DEV10422,POS,iOS 17,v5.1
DEV10423,Web,iOS 17,v4.1
DEV10424,POS,Android 13,v4.3
DEV10425,iOS,Android 15,v4.1
DEV10426,iOS,Android 15,v5.0
DEV10427,iOS,Android 13,v4.1
DEV10428,Android,Android 14,v4.3
DEV10429,POS,Windows 11,v5.1
DEV10430,iOS,macOS,v5.0
DEV10431,iOS,macOS,v4.1
DEV10432,POS,Windows 11,v4.2
DEV10433,POS,iOS 18,v5.1
DEV10434,Android,iOS 18,v5.0
DEV10435,Web,Android 14,v5.0
DEV10436,iOS,iOS 18,v4.1
DEV10437,iOS,iOS 17,v5.1
DEV10438,POS,Android 15,v5.1
DEV10439,Web,Windows 11,v4.2
DEV10440,Web,iOS 17,v4.2
DEV10441,Android,iOS 18,v5.0
DEV10442,iOS,iOS 18,v5.0
DEV10443,iOS,Android 15,v4.3
DEV10444,Android,macOS,v5.0
DEV10445,iOS,Windows 11,v4.2
DEV10446,Android,macOS,v4.1
DEV10447,iOS,iOS 17,v4.3
DEV10448,Web,Android 15,v5.0
DEV10449,Android,Windows 11,v4.2
DEV10450,Web,iOS 18,v4.3
DEV10451,Android,macOS,v4.1
DEV10452,iOS,Windows 11,v4.1
DEV10453,iOS,Android 15,v4.2
DEV10454,Web,Android 15,v5.1
DEV10455,Web,iOS 18,v4.2
DEV10456,Android,macOS,v4.2
DEV10457,Android,Android 15,v4.2
DEV10458,Web,iOS 17,v5.1
DEV10459,iOS,macOS,v5.0
DEV10460,Android,iOS 18,v5.0
DEV10461,Android,Android 15,v4.1
DEV10462,Android,Android 14,v5.0
DEV10463,Android,iOS 17,v4.2
DEV10464,iOS,iOS 17,v5.0
DEV10465,iOS,iOS 17,v5.1
DEV10466,iOS,Windows 11,v5.0
DEV10467,Android,Android 13,v4.2
DEV10468,POS,iOS 18,v5.0
DEV10469,iOS,Android 13,v4.1
DEV10470,Android,Android 15,v5.0
DEV10471,Android,iOS 18,v4.1
DEV10472,iOS,Windows 11,v4.3
DEV10473,iOS,iOS 17,v5.1
DEV10474,iOS,iOS 17,v4.1
DEV10475,Web,Windows 11,v4.3
DEV10476,Web,macOS,v4.3
DEV10477,Web,iOS 17,v4.2
DEV10478,Android,iOS 17,v4.3
DEV10479,Android,Android 15,v5.1
DEV10480,Android,macOS,v5.1
DEV10481,iOS,macOS,v5.1
DEV10482,iOS,Android 14,v5.1
DEV10483,Web,Windows 11,v4.2
DEV10484,Android,iOS 18,v5.0
DEV10485,Android,macOS,v4.1
DEV10486,Android,Android 14,v4.2
DEV10487,Android,Windows 11,v4.2
DEV10488,Android,iOS 18,v4.1
DEV10489,Android,Windows 11,v4.1
DEV10490,Android,iOS 17,v5.0
DEV10491,Web,Windows 11,v5.0
DEV10492,Android,macOS,v5.1
DEV10493,Android,Android 13,v5.0
DEV10494,Android,macOS,v5.0
DEV10495,POS,Android 15,v4.1
DEV10496,iOS,iOS 18,v4.3
DEV10497,POS,iOS 17,v5.1
DEV10498,iOS,Android 13,v5.1
DEV10499,POS,iOS 17,v4.2
DEV10500,Android,macOS,v5.0
DEV10501,Android,Android 15,v5.0
DEV10502,Web,macOS,v4.1
DEV10503,POS,macOS,v5.0
DEV10504,Web,Android 13,v4.2
DEV10505,iOS,Windows 11,v4.1
DEV10506,Android,iOS 18,v5.1
DEV10507,Android,Windows 11,v5.0
DEV10508,Android,iOS 18,v5.0
DEV10509,Android,macOS,v4.2
DEV10510,Android,Windows 11,v4.2
DEV10511,Android,iOS 18,v4.1
DEV10512,Web,iOS 18,v5.1
DEV10513,Android,Android 13,v4.2
DEV10514,Android,Android 15,v4.2
DEV10515,Android,Android 13,v5.1
DEV10516,Android,iOS 18,v4.3
DEV10517,Android,Android 15,v4.1
DEV10518,Android,Android 14,v4.3
DEV10519,POS,Android 14,v5.1
DEV10520,Android,macOS,v5.0
DEV10521,Android,Windows 11,v4.1
DEV10522,iOS,Android 13,v5.1
DEV10523,Android,iOS 18,v5.1
DEV10524,Android,Windows 11,v4.1
DEV10525,Android,Android 14,v4.3
DEV10526,Android,Android 14,v5.0
DEV10527,Web,macOS,v4.3
DEV10528,Web,iOS 17,v4.2
DEV10529,Android,iOS 17,v4.3
DEV10530,Web,Windows 11,v4.2
DEV10531,Android,macOS,v4.1
DEV10532,Android,Windows 11,v4.2
DEV10533,Android,Android 15,v5.1
DEV10534,iOS,Android 15,v4.2
DEV10535,Android,iOS 18,v5.1
DEV10536,iOS,Android 14,v5.1
DEV10537,Web,Android 13,v4.3
DEV10538,Web,Android 13,v5.0
DEV10539,Android,iOS 17,v4.3
DEV10540,Android,macOS,v4.3
DEV10541,Android,macOS,v5.1
DEV10542,POS,macOS,v5.0
DEV10543,Web,Android 15,v5.1
DEV10544,Web,iOS 18,v5.0
DEV10545,iOS,macOS,v4.2
DEV10546,iOS,iOS 17,v5.1
DEV10547,Android,iOS 17,v4.3
DEV10548,Web,iOS 18,v5.1
DEV10549,Web,iOS 18,v4.1
DEV10550,Android,Windows 11,v4.1
DEV10551,Android,Android 14,v4.1
DEV10552,Web,macOS,v4.3
DEV10553,Android,iOS 18,v4.3
DEV10554,Web,iOS 18,v4.1
DEV10555,iOS,iOS 17,v4.3
DEV10556,iOS,iOS 17,v4.3
DEV10557,iOS,Android 13,v4.3
DEV10558,iOS,Windows 11,v4.1
DEV10559,Android,Android 13,v4.2
DEV10560,POS,Android 13,v4.2
DEV10561,POS,iOS 18,v5.0
DEV10562,iOS,Android 14,v5.1
DEV10563,iOS,iOS 17,v4.2
DEV10564,iOS,Android 15,v5.0
DEV10565,iOS,macOS,v4.2
DEV10566,POS,macOS,v4.1
DEV10567,Android,Android 14,v5.0
DEV10568,Android,Windows 11,v4.1
DEV10569,POS,macOS,v4.1
DEV10570,Android,Android 15,v5.0
DEV10571,Web,Windows 11,v5.0
DEV10572,Android,macOS,v4.2
DEV10573,POS,iOS 18,v4.2
DEV10574,Web,Windows 11,v5.1
DEV10575,POS,macOS,v4.2
DEV10576,POS,Android 15,v5.0
DEV10577,Android,Windows 11,v4.2
DEV10578,iOS,Windows 11,v5.0
DEV10579,iOS,Android 13,v5.1
DEV10580,Web,Windows 11,v5.0
DEV10581,Android,iOS 17,v5.1
DEV10582,POS,Android 14,v5.1
DEV10583,Android,Android 13,v5.1
DEV10584,Web,iOS 17,v4.1
DEV10585,iOS,macOS,v4.3
DEV10586,iOS,Windows 11,v5.0
DEV10587,Android,macOS,v4.2
DEV10588,Android,Android 13,v4.3
DEV10589,Android,Android 14,v4.3
DEV10590,Android,iOS 18,v4.1
DEV10591,iOS,Android 15,v5.0
DEV10592,Web,iOS 18,v5.0
DEV10593,Android,Windows 11,v4.2
DEV10594,Android,Windows 11,v4.1
DEV10595,POS,macOS,v4.3
DEV10596,Web,Android 15,v5.0
DEV10597,Android,Android 15,v4.1
DEV10598,Web,macOS,v5.1
DEV10599,POS,Windows 11,v5.0
DEV10600,POS,Android 14,v4.3
DEV10601,Web,Android 14,v5.1
DEV10602,iOS,iOS 18,v5.1
DEV10603,Android,iOS 17,v5.1
DEV10604,iOS,iOS 17,v4.3
DEV10605,Web,iOS 18,v4.1
DEV10606,Android,macOS,v5.0
DEV10607,Android,Android 15,v4.1
DEV10608,Android,macOS,v4.3
DEV10609,iOS,Android 14,v4.2
DEV10610,Android,iOS 18,v5.0
DEV10611,iOS,iOS 17,v5.0
DEV10612,Web,Android 15,v4.2
DEV10613,Android,iOS 17,v5.1
DEV10614,POS,Android 15,v5.0
DEV10615,iOS,iOS 17,v5.0
DEV10616,Android,Windows 11,v5.0
DEV10617,Android,Android 13,v4.3
DEV10618,Android,Android 15,v4.2
DEV10619,Android,Android 15,v5.0
DEV10620,Web,macOS,v4.2
DEV10621,Web,Android 15,v5.1
DEV10622,Web,Android 13,v5.0
DEV10623,iOS,Android 13,v4.1
DEV10624,iOS,macOS,v4.1
DEV10625,Android,iOS 17,v4.1
DEV10626,iOS,Android 14,v4.1
DEV10627,iOS,macOS,v4.3
DEV10628,Android,Windows 11,v5.1
DEV10629,POS,iOS 17,v5.0
DEV10630,iOS,Android 15,v5.1
DEV10631,Web,Android 15,v4.1
DEV10632,iOS,Windows 11,v5.1
DEV10633,Android,macOS,v5.1
DEV10634,Web,iOS 17,v4.3
DEV10635,Android,iOS 18,v4.1
DEV10636,iOS,Android 14,v4.2
DEV10637,Android,Android 13,v5.1
DEV10638,Android,Android 14,v5.1
DEV10639,Android,iOS 18,v4.1
DEV10640,Android,iOS 17,v4.3
DEV10641,Android,macOS,v5.0
DEV10642,Web,iOS 17,v4.1
DEV10643,iOS,Android 15,v5.0
DEV10644,Android,Windows 11,v4.2
DEV10645,iOS,iOS 17,v5.0
DEV10646,Web,iOS 18,v5.1
DEV10647,Android,iOS 17,v4.3
DEV10648,iOS,macOS,v4.2
DEV10649,iOS,iOS 17,v4.3
DEV10650,Web,iOS 18,v4.3
DEV10651,iOS,Android 13,v5.0
DEV10652,Android,Android 14,v4.3
DEV10653,Android,macOS,v4.2
DEV10654,iOS,iOS 17,v4.3
DEV10655,Android,Android 14,v4.2
DEV10656,Web,Android 14,v5.1
DEV10657,Android,Android 15,v5.1
DEV10658,Android,Android 13,v5.0
DEV10659,Android,Android 14,v4.1
DEV10660,Web,Android 15,v5.1
DEV10661,iOS,iOS 18,v4.1
DEV10662,Android,iOS 18,v4.2
DEV10663,Web,iOS 18,v4.1
DEV10664,Android,Windows 11,v4.3
DEV10665,Android,Windows 11,v4.2
DEV10666,Android,macOS,v4.3
DEV10667,POS,iOS 18,v4.1
DEV10668,Web,iOS 18,v4.3
DEV10669,Web,Android 15,v4.2
DEV10670,Android,Android 13,v4.3
DEV10671,iOS,Android 13,v4.1
DEV10672,iOS,Android 15,v4.3
DEV10673,Android,Android 15,v4.3
DEV10674,Android,Windows 11,v5.0
DEV10675,Web,iOS 17,v4.2
DEV10676,Android,Android 14,v5.0
DEV10677,iOS,Windows 11,v4.1
DEV10678,Android,macOS,v5.1
DEV10679,iOS,Windows 11,v4.1
DEV10680,Android,iOS 18,v4.1
DEV10681,Android,Windows 11,v4.1
DEV10682,iOS,Windows 11,v4.1
